id,waiting_time
1,0.0
2,0.0
3,0.6519206933447736
4,1.9579323474129957
5,4.209622758470683
6,7.335292485455623
7,5.292758176827361
8,9.902035314599994
9,9.645554022028684
10,9.572842933926859
